catalog_id,name,category,origin,target_class,promotion_status,authority,next_requirement
physics-and-engineering-mathematics-continuum-mechanics,continuum mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-solid-mechanics,solid mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-elasticity,elasticity,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-plasticity,plasticity,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-fracture-mechanics,fracture mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-fluid-mechanics,fluid mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-computational-fluid-dynamics,computational fluid dynamics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-turbulence,turbulence,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-aerodynamics,aerodynamics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-hydrodynamics,hydrodynamics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-acoustics,acoustics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-optics,optics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-electromagnetism,electromagnetism,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-electromagnetic-theory,electromagnetic theory,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-plasma-physics,plasma physics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-thermodynamics,thermodynamics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-heat-transfer,heat transfer,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-statistical-mechanics,statistical mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-condensed-matter-physics,condensed matter physics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-quantum-mechanics,quantum mechanics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-quantum-field-theory,quantum field theory,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-quantum-information,quantum information,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-relativity,relativity,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-general-relativity,general relativity,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-gravitational-waves,gravitational waves,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
physics-and-engineering-mathematics-particle-physics,particle physics,physics and engineering mathematics,wave16-gap,field-pack/theory/capability,catalog-only,V16 catalog,"owner classification, Feature Capsule, conformance, implementation disposition"
